report_date,district,active_cases,cumulative_faculty_staff_cases,cumulative_student_cases,cumulative_total,PRIVATE SCHOOL,Private Active Cases,Private Cumulative Faculty/Staff Cases,Private Cumulative Student Cases,Private Cumulative Total,COLLEGE/UNIVERSITY,Uni Active Cases,Uni Cumulative Faculty/Staff Cases,Uni Cumulative Student Cases,Uni Cumulative Total,Totals among schools with less than 5 active cases.,<5 Cumulative Active Cases,<5 Cumulative Faculty/Staff Cases,<5 Cumulative Student Cases,<5 Cumulative Total,Totals for all schools.,Cumulative Active Cases,Cumulative Faculty/Staff Cases,Cumulative Student Cases,Cumulative Total
12/14/2020,LAMAR SCHOOL DIST,8,15,21,36,,,,,,,,,,,,,,,,,,,,
12/14/2020,LEE COUNTY SCHOOL DIST,8,5,25,33,,,,,,,,,,,,,,,,,,,,
12/14/2020,RIVERCREST SCHOOL DIST,8,18,45,65,,,,,,,,,,,,,,,,,,,,
12/14/2020,SALEM SCHOOL DIST,8,9,21,30,,,,,,,,,,,,,,,,,,,,
12/14/2020,AUGUSTA SCHOOL DIST,7,5,15,20,,,,,,,,,,,,,,,,,,,,
12/14/2020,DECATUR SCHOOL DIST,7,6,14,20,,,,,,,,,,,,,,,,,,,,
12/14/2020,DUMAS SCHOOL DIST,7,30,48,79,,,,,,,,,,,,,,,,,,,,
12/14/2020,FORREST CITY SCHOOL DIST,7,29,86,116,,,,,,,,,,,,,,,,,,,,
12/14/2020,GENTRY SCHOOL DIST,7,9,28,39,,,,,,,,,,,,,,,,,,,,
12/14/2020,HELENA/WEST HELENA SCHOOL DIST,7,,,55,,,,,,,,,,,,,,,,,,,,
12/14/2020,LAWRENCE COUNTY SCHOOL DIST,7,19,63,85,,,,,,,,,,,,,,,,,,,,
12/14/2020,POCAHONTAS SCHOOL DIST,7,29,51,82,,,,,,,,,,,,,,,,,,,,
12/14/2020,PRAIRIE GROVE SCHOOL DIST,7,25,48,73,,,,,,,,,,,,,,,,,,,,
12/14/2020,SOUTHSIDE SCHOOL DIST(INDEPENDENCE),7,13,46,60,,,,,,,,,,,,,,,,,,,,
12/14/2020,STUTTGART SCHOOL DIST,7,10,38,51,,,,,,,,,,,,,,,,,,,,
12/14/2020,YELLVILLE,7,37,25,65,,,,,,,,,,,,,,,,,,,,
12/14/2020,CARLISLE SCHOOL DIST,6,9,23,33,,,,,,,,,,,,,,,,,,,,
12/14/2020,FOUNTAIN LAKE SCHOOL DIST,6,12,25,37,,,,,,,,,,,,,,,,,,,,
12/14/2020,HERMITAGE SCHOOL DIST,6,9,10,21,,,,,,,,,,,,,,,,,,,,
12/14/2020,NEMO VISTA SCHOOL DIST,6,12,20,32,,,,,,,,,,,,,,,,,,,,
12/14/2020,QUITMAN SCHOOL DIST,6,,,13,,,,,,,,,,,,,,,,,,,,
12/14/2020,SMACKOVER,6,16,39,56,,,,,,,,,,,,,,,,,,,,
12/14/2020,TWO RIVERS SCHOOL DIST,6,8,8,17,,,,,,,,,,,,,,,,,,,,
12/14/2020,WATSON CHAPEL SCHOOL DIST,6,27,83,112,,,,,,,,,,,,,,,,,,,,
12/14/2020,WOODLAWN SCHOOL DIST,6,,,22,,,,,,,,,,,,,,,,,,,,
12/14/2020,BLEVINS SCHOOL DIST,5,7,9,18,,,,,,,,,,,,,,,,,,,,
12/14/2020,CADDO HILLS SCHOOL DIST,5,7,22,29,,,,,,,,,,,,,,,,,,,,
12/14/2020,CROSS COUNTY SCHOOL DIST,5,18,21,40,,,,,,,,,,,,,,,,,,,,
12/14/2020,CUTTER,5,7,15,23,,,,,,,,,,,,,,,,,,,,
12/14/2020,EAST END SCHOOL DIST,5,5,19,24,,,,,,,,,,,,,,,,,,,,
12/14/2020,EAST POINSETT CO. SCHOOL DIST,5,16,15,31,,,,,,,,,,,,,,,,,,,,
12/14/2020,FRIENDSHIP ASPIRE ACADEMY LITTLE ROCK,5,,,8,,,,,,,,,,,,,,,,,,,,
12/14/2020,MAYNARD SCHOOL DIST,5,9,12,21,,,,,,,,,,,,,,,,,,,,
12/14/2020,MOUNT IDA SCHOOL DIST,5,10,22,32,,,,,,,,,,,,,,,,,,,,
12/14/2020,PARIS SCHOOL DIST,5,7,35,43,,,,,,,,,,,,,,,,,,,,
12/14/2020,PINE BLUFF SCHOOL DIST,5,42,66,108,,,,,,,,,,,,,,,,,,,,
12/14/2020,SPRING HILL SCHOOL DIST,5,15,43,58,,,,,,,,,,,,,,,,,,,,
12/14/2020,TOTAL,"2,611","4,388","11,605","16,564",,,,,,,,,,,,,,,,,,,,
12/10/2020,SPRINGDALE SCHOOL DIST,160,186,816,"1,056","AR CHRISTIAN ACAD (FORMER FCA), BRYANT",9,8,12,21,"U OF A, FAYETTEVILLE",112,127,"2,215","2,799",PUBLIC SCHOOL DISTRICTS,293,"1,417","2,571","4,107",PUBLIC SCHOOL DISTRICTS,"2,789","5,631","13,323","19,654"
12/10/2020,ROGERS SCHOOL DIST,116,133,451,601,"LITTLE ROCK CHRISTIAN ACADEMY, LITTLE ROCK",7,12,31,47,"ARKANSAS STATE UNIVERSITY, JONESBORO",31,94,663,760,PRIVATE SCHOOLS,80,300,612,927,PRIVATE SCHOOLS,111,332,730,"1,083"
12/10/2020,BENTONVILLE SCHOOL DIST,81,128,338,483,"BAPTIST PREP, LITTLE ROCK",5,7,41,48,"UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",29,45,477,575,COLLEGES/UNIVERSITIES,100,291,"1,443","2,020",COLLEGES/UNIVERSITIES,520,979,"7,054","9,192"
12/10/2020,LITTLE ROCK SCHOOL DIST,79,158,414,589,"MOUNT ST. MARY ACADEMY, LITTLE ROCK",5,,,28,"U OF A, LITTLE ROCK",27,25,166,211,,,,,,,,,,
12/10/2020,PULASKI COUNTY SPECIAL SCHOOL DIST,70,95,212,329,"VICTORY CHRISTIAN SCHOOL, CAMDEN",5,,,12,"U OF A, FORT SMITH",21,30,169,224,,,,,,,,,,
12/10/2020,CABOT SCHOOL DIST,62,73,201,287,TOTAL,31,32,118,156,"ARKANSAS TECH UNIVERSITY, RUSSELLVILLE",20,30,380,466,,,,,,,,,,
12/10/2020,FORT SMITH SCHOOL DIST,60,163,398,578,,,,,,"U OF A, MONTICELLO",18,13,74,104,,,,,,,,,,
12/10/2020,CONWAY SCHOOL DIST,53,63,224,297,,,,,,"NATIONAL PARK COLLEGE, HOT SPRINGS",14,9,51,74,,,,,,,,,,
12/10/2020,GREENE COUNTY TECH SCHOOL DIST,50,100,163,281,,,,,,"SOUTHERN ARKANSAS UNIVERSITY, MAGNOLIA",12,20,187,216,,,,,,,,,,
12/10/2020,BRYANT SCHOOL DIST,47,70,236,318,,,,,,"U OF A FOR MEDICAL SCIENCES, LITTLE ROCK",12,68,79,206,,,,,,,,,,
12/10/2020,MOUNTAIN HOME SCHOOL DIST,44,41,129,181,,,,,,"UA SYSTEM DIVISION OF AGRICULTURE, LITTLE ROCK",11,,,40,,,,,,,,,,
12/10/2020,RUSSELLVILLE SCHOOL DIST,44,59,168,231,,,,,,"BLACK RIVER TECHNICAL COLLEGE, POCAHONTAS",10,24,57,94,,,,,,,,,,
12/10/2020,VAN BUREN SCHOOL DIST,41,60,180,248,,,,,,"NORTHWEST ARKANSAS COMMUNITY COLLEGE, BENTONVILLE",10,12,124,164,,,,,,,,,,
12/10/2020,NORTH LITTLE ROCK SCHOOL DIST,39,77,131,219,,,,,,"OUACHITA BAPTIST UNIVERSITY, ARKADELPHIA",10,14,120,157,,,,,,,,,,
12/10/2020,PARAGOULD SCHOOL DIST,35,63,135,209,,,,,,"ARKANSAS NORTHEASTERN COLLEGE, BLYTHEVILLE",9,21,36,70,,,,,,,,,,
12/10/2020,FAYETTEVILLE SCHOOL DIST,34,35,188,223,,,,,,"ASU - NEWPORT, JONESBORO",9,16,196,212,,,,,,,,,,
12/10/2020,STAR CITY SCHOOL DIST,34,23,60,88,,,,,,"HENDERSON STATE UNIVERSITY, ARKADELPHIA",9,18,133,164,,,,,,,,,,
12/10/2020,BENTON SCHOOL DIST,32,50,161,214,,,,,,"CENTRAL BAPTIST COLLEGE, CONWAY",8,6,27,35,,,,,,,,,,
12/10/2020,NETTLETON SCHOOL DIST,32,56,142,207,,,,,,"UACC, MORRILTON",8,,,65,,,,,,,,,,
12/10/2020,JONESBORO SCHOOL DIST,31,79,212,306,,,,,,"U OF A PULASKI TECHNICAL COLLEGE, N. LITTLE ROCK",7,19,84,115,,,,,,,,,,
12/10/2020,DREW CENTRAL SCHOOL DIST,28,36,82,129,,,,,,ASU - NEWPORT,6,11,55,67,,,,,,,,,,
12/10/2020,CAMDEN FAIRVIEW SCHOOL DIST,26,12,51,68,,,,,,"EAST ARKANSAS COMMUNITY COLLEGE, FORREST CITY",6,8,27,38,,,,,,,,,,
12/10/2020,LAKE HAMILTON SCHOOL DIST,26,55,144,203,,,,,,"U OF A, PINE BLUFF",6,24,158,198,,,,,,,,,,
12/10/2020,WYNNE SCHOOL DIST,26,36,103,144,,,,,,"HENDRIX COLLEGE, CONWAY",5,7,17,26,,,,,,,,,,
12/10/2020,MARION SCHOOL DIST,24,45,118,173,,,,,,"SOUTH ARKANSAS COMMUNITY COLLEGE, EL DORADO",5,6,25,45,,,,,,,,,,
12/10/2020,DARDANELLE SCHOOL DIST,23,23,82,110,,,,,,UACC AT HOPE-TEXARKANA,5,7,32,47,,,,,,,,,,
12/10/2020,MENA SCHOOL DIST,23,23,69,99,,,,,,TOTAL,420,688,"5,611","7,172",,,,,,,,,,
12/10/2020,NEWPORT SCHOOL DIST,23,35,51,87,,,,,,,,,,,,,,,,,,,,
12/10/2020,MONTICELLO SCHOOL DIST,22,14,60,76,,,,,,,,,,,,,,,,,,,,
12/10/2020,SILOAM SPRINGS SCHOOL DIST,22,56,100,163,,,,,,,,,,,,,,,,,,,,
12/10/2020,LISA ACADEMY,21,27,71,102,,,,,,,,,,,,,,,,,,,,
12/10/2020,ARKADELPHIA SCHOOL DIST,20,14,54,71,,,,,,,,,,,,,,,,,,,,
12/10/2020,BLYTHEVILLE SCHOOL DIST,20,29,69,99,,,,,,,,,,,,,,,,,,,,
12/10/2020,SHERIDAN SCHOOL DIST,20,37,71,109,,,,,,,,,,,,,,,,,,,,
12/10/2020,ALMA SCHOOL DIST,19,31,93,128,,,,,,,,,,,,,,,,,,,,
12/10/2020,CORNING SCHOOL DIST,19,17,42,59,,,,,,,,,,,,,,,,,,,,
12/10/2020,WEST MEMPHIS SCHOOL DIST,19,43,116,163,,,,,,,,,,,,,,,,,,,,
12/10/2020,BROOKLAND SCHOOL DIST,18,38,122,167,,,,,,,,,,,,,,,,,,,,
12/10/2020,HUNTSVILLE SCHOOL DIST,18,34,54,90,,,,,,,,,,,,,,,,,,,,
12/10/2020,VILONIA SCHOOL DIST,18,27,43,74,,,,,,,,,,,,,,,,,,,,
12/10/2020,BAUXITE SCHOOL DIST,17,9,50,61,,,,,,,,,,,,,,,,,,,,
12/10/2020,EL DORADO SCHOOL DIST,17,35,64,102,,,,,,,,,,,,,,,,,,,,
12/10/2020,LAKESIDE SCHOOL DIST(GARLAND),17,29,92,129,,,,,,,,,,,,,,,,,,,,
12/10/2020,MOUNTAIN VIEW SCHOOL DIST,17,22,33,57,,,,,,,,,,,,,,,,,,,,
12/10/2020,SEARCY SCHOOL DIST,17,30,94,129,,,,,,,,,,,,,,,,,,,,
12/10/2020,MALVERN SCHOOL DIST,16,25,75,108,,,,,,,,,,,,,,,,,,,,
12/10/2020,SOUTH CONWAY COUNTY SCHOOL DIST,16,17,51,72,,,,,,,,,,,,,,,,,,,,
12/10/2020,WHITE HALL SCHOOL DIST,16,35,119,162,,,,,,,,,,,,,,,,,,,,
12/10/2020,CLARKSVILLE SCHOOL DIST,15,25,57,83,,,,,,,,,,,,,,,,,,,,
12/10/2020,FARMINGTON SCHOOL DIST,15,10,47,59,,,,,,,,,,,,,,,,,,,,
12/10/2020,MCGEHEE SCHOOL DIST,15,14,34,54,,,,,,,,,,,,,,,,,,,,
12/10/2020,HAMBURG SCHOOL DIST,14,33,45,81,,,,,,,,,,,,,,,,,,,,
12/10/2020,HARRISON SCHOOL DIST,14,25,75,100,,,,,,,,,,,,,,,,,,,,
12/10/2020,RIVERSIDE SCHOOL DIST,14,20,47,69,,,,,,,,,,,,,,,,,,,,
12/10/2020,WARREN SCHOOL DIST,14,12,36,51,,,,,,,,,,,,,,,,,,,,
12/10/2020,ELKINS SCHOOL DIST,13,10,21,35,,,,,,,,,,,,,,,,,,,,
12/10/2020,GREEN FOREST SCHOOL DIST,13,16,69,86,,,,,,,,,,,,,,,,,,,,
12/10/2020,CLEVELAND COUNTY SCHOOL DIST,12,12,46,59,,,,,,,,,,,,,,,,,,,,
12/10/2020,FORDYCE SCHOOL DIST,12,9,17,29,,,,,,,,,,,,,,,,,,,,
12/10/2020,GREENBRIER SCHOOL DIST,12,22,52,75,,,,,,,,,,,,,,,,,,,,
12/10/2020,GREENWOOD SCHOOL DIST,12,41,103,148,,,,,,,,,,,,,,,,,,,,
12/10/2020,HIGHLAND SCHOOL DIST,12,29,30,60,,,,,,,,,,,,,,,,,,,,
12/10/2020,HOT SPRINGS SCHOOL DIST,12,24,79,107,,,,,,,,,,,,,,,,,,,,
12/10/2020,JESSIEVILLE SCHOOL DIST,12,6,15,25,,,,,,,,,,,,,,,,,,,,
12/10/2020,PEA RIDGE SCHOOL DIST,12,13,32,46,,,,,,,,,,,,,,,,,,,,
12/10/2020,POCAHONTAS SCHOOL DIST,12,28,50,80,,,,,,,,,,,,,,,,,,,,
12/10/2020,ACADEMICS PLUS PUBLIC CHARTER SCHOOLS,11,14,36,51,,,,,,,,,,,,,,,,,,,,
12/10/2020,BERRYVILLE SCHOOL DIST,11,30,80,116,,,,,,,,,,,,,,,,,,,,
12/10/2020,FORREST CITY SCHOOL DIST,11,26,86,113,,,,,,,,,,,,,,,,,,,,
12/10/2020,GRAVETTE SCHOOL DIST,11,17,29,49,,,,,,,,,,,,,,,,,,,,
12/10/2020,JACKSONVILLE NORTH PULASKI SCHOOL DIST,11,40,46,92,,,,,,,,,,,,,,,,,,,,
12/10/2020,MAGNOLIA SCHOOL DIST,11,38,128,175,,,,,,,,,,,,,,,,,,,,
12/10/2020,NASHVILLE SCHOOL DIST,11,21,60,81,,,,,,,,,,,,,,,,,,,,
12/10/2020,PIGGOTT SCHOOL DIST,11,23,40,64,,,,,,,,,,,,,,,,,,,,
12/10/2020,RIVERCREST SCHOOL DIST,11,16,41,60,,,,,,,,,,,,,,,,,,,,
12/10/2020,TRUMANN SCHOOL DIST,11,28,54,85,,,,,,,,,,,,,,,,,,,,
12/10/2020,VALLEY VIEW SCHOOL DIST,11,30,79,110,,,,,,,,,,,,,,,,,,,,
12/10/2020,WESTSIDE CONS. SCH DIST(CRAIGHEAD),11,26,54,90,,,,,,,,,,,,,,,,,,,,
12/10/2020,EUREKA SPRINGS SCHOOL DIST,10,10,14,25,,,,,,,,,,,,,,,,,,,,
12/10/2020,LONOKE SCHOOL DIST,10,15,40,55,,,,,,,,,,,,,,,,,,,,
12/10/2020,OZARK SCHOOL DIST,10,33,67,103,,,,,,,,,,,,,,,,,,,,
12/10/2020,BUFFALO IS. CENTRAL SCH. DIST,9,15,34,50,,,,,,,,,,,,,,,,,,,,
12/10/2020,CENTERPOINT SCHOOL DIST,9,15,25,41,,,,,,,,,,,,,,,,,,,,
12/10/2020,CLINTON SCHOOL DIST,9,11,49,60,,,,,,,,,,,,,,,,,,,,
12/10/2020,DEQUEEN SCHOOL DIST,9,32,91,124,,,,,,,,,,,,,,,,,,,,
12/10/2020,GREENLAND SCHOOL DIST,9,,,15,,,,,,,,,,,,,,,,,,,,
12/10/2020,POTTSVILLE SCHOOL DIST,9,22,42,65,,,,,,,,,,,,,,,,,,,,
12/10/2020,SALEM SCHOOL DIST,9,9,20,29,,,,,,,,,,,,,,,,,,,,
12/10/2020,STUTTGART SCHOOL DIST,9,9,35,47,,,,,,,,,,,,,,,,,,,,
12/10/2020,WHITE CO. CENTRAL SCHOOL DIST,9,21,58,87,,,,,,,,,,,,,,,,,,,,
12/10/2020,YELLVILLE,9,38,24,64,,,,,,,,,,,,,,,,,,,,
12/10/2020,BATESVILLE SCHOOL DIST,8,58,65,124,,,,,,,,,,,,,,,,,,,,
12/10/2020,BEEBE SCHOOL DIST,8,17,73,92,,,,,,,,,,,,,,,,,,,,
12/10/2020,CROSS COUNTY SCHOOL DIST,8,18,20,39,,,,,,,,,,,,,,,,,,,,
12/10/2020,Education Service Cooperative (ESC),8,,,21,,,,,,,,,,,,,,,,,,,,
12/10/2020,FOUNTAIN LAKE SCHOOL DIST,8,12,24,36,,,,,,,,,,,,,,,,,,,,
12/10/2020,HORATIO SCHOOL DIST,8,7,29,36,,,,,,,,,,,,,,,,,,,,
12/10/2020,LAMAR SCHOOL DIST,8,14,19,33,,,,,,,,,,,,,,,,,,,,
12/10/2020,LEE COUNTY SCHOOL DIST,8,,,30,,,,,,,,,,,,,,,,,,,,
12/10/2020,PRAIRIE GROVE SCHOOL DIST,8,24,45,69,,,,,,,,,,,,,,,,,,,,
12/10/2020,BAY SCHOOL DIST,7,8,36,47,,,,,,,,,,,,,,,,,,,,
12/10/2020,CUTTER,7,5,14,20,,,,,,,,,,,,,,,,,,,,
12/10/2020,GOSNELL SCHOOL DIST,7,21,68,91,,,,,,,,,,,,,,,,,,,,
12/10/2020,HERMITAGE SCHOOL DIST,7,7,8,18,,,,,,,,,,,,,,,,,,,,
12/10/2020,HOPE SCHOOL DIST,7,28,57,86,,,,,,,,,,,,,,,,,,,,
12/10/2020,JACKSON CO. SCHOOL DIST,7,38,57,97,,,,,,,,,,,,,,,,,,,,
12/10/2020,LAWRENCE COUNTY SCHOOL DIST,7,19,60,82,,,,,,,,,,,,,,,,,,,,
12/10/2020,OSCEOLA SCHOOL DIST,7,16,36,55,,,,,,,,,,,,,,,,,,,,
12/10/2020,SOUTHSIDE SCHOOL DIST(INDEPENDENCE),7,13,42,56,,,,,,,,,,,,,,,,,,,,
12/10/2020,VALLEY SPRINGS SCHOOL DIST,7,18,45,63,,,,,,,,,,,,,,,,,,,,
12/10/2020,WALDRON SCHOOL DIST,7,21,47,72,,,,,,,,,,,,,,,,,,,,
12/10/2020,BALD KNOB SCHOOL DIST,6,14,32,46,,,,,,,,,,,,,,,,,,,,
12/10/2020,BERGMAN SCHOOL DIST,6,33,35,70,,,,,,,,,,,,,,,,,,,,
12/10/2020,BLEVINS SCHOOL DIST,6,6,9,17,,,,,,,,,,,,,,,,,,,,
12/10/2020,COSSATOT RIVER SCHOOL DIST,6,13,15,30,,,,,,,,,,,,,,,,,,,,
12/10/2020,DANVILLE SCHOOL DIST,6,6,25,31,,,,,,,,,,,,,,,,,,,,
12/10/2020,DOVER SCHOOL DIST,6,20,26,48,,,,,,,,,,,,,,,,,,,,
12/10/2020,DUMAS SCHOOL DIST,6,30,45,76,,,,,,,,,,,,,,,,,,,,
12/10/2020,GLEN ROSE SCHOOL DIST,6,10,19,29,,,,,,,,,,,,,,,,,,,,
12/10/2020,HARMONY GROVE SCH DIST(SALINE),6,14,22,38,,,,,,,,,,,,,,,,,,,,
12/10/2020,MARMADUKE SCHOOL DIST,6,9,31,40,,,,,,,,,,,,,,,,,,,,
12/10/2020,SLOAN,6,24,39,65,,,,,,,,,,,,,,,,,,,,
12/10/2020,TEXARKANA SCHOOL DIST,6,63,71,138,,,,,,,,,,,,,,,,,,,,
12/10/2020,WEST FORK SCHOOL DIST,6,,,16,,,,,,,,,,,,,,,,,,,,
12/10/2020,ARKANSAS ARTS ACADEMY,5,14,28,46,,,,,,,,,,,,,,,,,,,,
12/10/2020,CARLISLE SCHOOL DIST,5,8,21,30,,,,,,,,,,,,,,,,,,,,
12/10/2020,CONCORD SCHOOL DIST,5,,,17,,,,,,,,,,,,,,,,,,,,
12/10/2020,COUNTY LINE SCHOOL DIST,5,,,15,,,,,,,,,,,,,,,,,,,,
12/10/2020,EAST POINSETT CO. SCHOOL DIST,5,15,14,29,,,,,,,,,,,,,,,,,,,,
12/10/2020,ESTEM PUBLIC CHARTER SCHOOL DIST,5,11,45,61,,,,,,,,,,,,,,,,,,,,
12/10/2020,EXALT ACADEMY OF SOUTHWEST LITTLE ROCK,5,8,12,20,,,,,,,,,,,,,,,,,,,,
12/10/2020,GENOA CENTRAL SCHOOL DIST,5,14,47,61,,,,,,,,,,,,,,,,,,,,
12/10/2020,HARRISBURG SCHOOL DIST,5,20,35,57,,,,,,,,,,,,,,,,,,,,
12/10/2020,LAVACA SCHOOL DIST,5,9,20,30,,,,,,,,,,,,,,,,,,,,
12/10/2020,MANILA SCHOOL DIST,5,20,47,70,,,,,,,,,,,,,,,,,,,,
12/10/2020,RECTOR SCHOOL DIST,5,14,31,48,,,,,,,,,,,,,,,,,,,,
12/10/2020,RIVERVIEW SCHOOL DIST,5,9,27,36,,,,,,,,,,,,,,,,,,,,
12/10/2020,SEARCY COUNTY SCHOOL DIST,5,15,24,39,,,,,,,,,,,,,,,,,,,,
12/10/2020,TOTAL,"2,496","4,214","10,752","15,547",,,,,,,,,,,,,,,,,,,,
12/7/2020,SPRINGDALE SCHOOL DIST,103,174,727,952,"AR CHRISTIAN ACAD (FORMER FCA), BRYANT",10,7,12,20,"U OF A, FAYETTEVILLE",95,118,"2,181","2,742",PUBLIC SCHOOL DISTRICTS,282,"1,666","3,083","4,876",PUBLIC SCHOOL DISTRICTS,"2,205","5,309","12,422","18,338"
12/7/2020,ROGERS SCHOOL DIST,83,121,411,547,"HARDING ACADEMY, SEARCY",7,15,44,59,"ARKANSAS STATE UNIVERSITY, JONESBORO",30,91,649,743,PRIVATE SCHOOLS,71,271,510,793,PRIVATE SCHOOLS,117,319,704,"1,039"
12/7/2020,BENTONVILLE SCHOOL DIST,77,124,311,450,"VICTORY CHRISTIAN SCHOOL, CAMDEN",7,,,11,"UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",29,43,464,563,COLLEGES/UNIVERSITIES,81,282,"1,349","1,920",COLLEGES/UNIVERSITIES,473,932,"6,880","8,947"
12/7/2020,LITTLE ROCK SCHOOL DIST,72,145,393,558,"MOUNT ST. MARY ACADEMY, LITTLE ROCK",6,,,26,"U OF A, LITTLE ROCK",24,24,159,202,,,,,,,,,,
12/7/2020,PULASKI COUNTY SPECIAL SCHOOL DIST,53,83,191,290,"PULASKI ACADEMY, LITTLE ROCK",6,5,61,68,"U OF A, FORT SMITH",20,27,162,214,,,,,,,,,,
12/7/2020,CABOT SCHOOL DIST,49,67,190,262,"CENTRAL AR CHRISTIAN, NORTH LITTLE ROCK",5,,,19,"ARKANSAS TECH UNIVERSITY, RUSSELLVILLE",19,28,371,455,,,,,,,,,,
12/7/2020,FORT SMITH SCHOOL DIST,47,154,379,550,"LITTLE ROCK CHRISTIAN ACADEMY, LITTLE ROCK",5,12,30,43,"U OF A FOR MEDICAL SCIENCES, LITTLE ROCK",16,65,78,202,,,,,,,,,,
12/7/2020,CONWAY SCHOOL DIST,41,55,208,271,TOTAL,46,48,194,246,"NORTHWEST ARKANSAS COMMUNITY COLLEGE, BENTONVILLE",14,12,123,162,,,,,,,,,,
12/7/2020,BRYANT SCHOOL DIST,38,64,221,298,,,,,,"SOUTHERN ARKANSAS UNIVERSITY, MAGNOLIA",14,18,182,210,,,,,,,,,,
12/7/2020,DREW CENTRAL SCHOOL DIST,38,35,77,121,,,,,,"U OF A, MONTICELLO",13,12,68,97,,,,,,,,,,
12/7/2020,MOUNTAIN HOME SCHOOL DIST,34,39,117,166,,,,,,"NATIONAL PARK COLLEGE, HOT SPRINGS",11,9,46,66,,,,,,,,,,
12/7/2020,BENTON SCHOOL DIST,32,47,151,201,,,,,,"HENDERSON STATE UNIVERSITY, ARKADELPHIA",9,17,128,158,,,,,,,,,,
12/7/2020,VAN BUREN SCHOOL DIST,32,50,170,229,,,,,,"UA SYSTEM DIVISION OF AGRICULTURE, LITTLE ROCK",9,,,36,,,,,,,,,,
12/7/2020,GREENE COUNTY TECH SCHOOL DIST,30,91,151,255,,,,,,"ARKANSAS NORTHEASTERN COLLEGE, BLYTHEVILLE",8,20,34,66,,,,,,,,,,
12/7/2020,PARAGOULD SCHOOL DIST,30,59,126,194,,,,,,"ASU - NEWPORT, JONESBORO",8,15,194,209,,,,,,,,,,
12/7/2020,NORTH LITTLE ROCK SCHOOL DIST,29,72,121,203,,,,,,"BLACK RIVER TECHNICAL COLLEGE, POCAHONTAS",8,23,54,89,,,,,,,,,,
12/7/2020,RUSSELLVILLE SCHOOL DIST,28,48,156,209,,,,,,"SOUTH ARKANSAS COMMUNITY COLLEGE, EL DORADO",8,6,25,45,,,,,,,,,,
12/7/2020,NETTLETON SCHOOL DIST,27,54,138,197,,,,,,"U OF A, PINE BLUFF",7,24,157,197,,,,,,,,,,
12/7/2020,STAR CITY SCHOOL DIST,27,20,54,77,,,,,,ASU - NEWPORT,6,10,52,63,,,,,,,,,,
12/7/2020,CORNING SCHOOL DIST,26,16,40,56,,,,,,"CENTRAL BAPTIST COLLEGE, CONWAY",6,5,26,33,,,,,,,,,,
12/7/2020,CAMDEN FAIRVIEW SCHOOL DIST,22,12,45,61,,,,,,"OUACHITA BAPTIST UNIVERSITY, ARKADELPHIA",6,13,119,153,,,,,,,,,,
12/7/2020,DARDANELLE SCHOOL DIST,22,23,74,101,,,,,,"SAU TECH, EAST CAMDEN",6,6,20,26,,,,,,,,,,
12/7/2020,MENA SCHOOL DIST,22,23,67,94,,,,,,UACC AT MORRILTON,6,,,63,,,,,,,,,,
12/7/2020,BROOKLAND SCHOOL DIST,21,36,120,164,,,,,,ASU - MOUNTAIN HOME,5,,,31,,,,,,,,,,
12/7/2020,FAYETTEVILLE SCHOOL DIST,21,35,173,208,,,,,,"ATU - OZARK, OZARK",5,,,32,,,,,,,,,,
12/7/2020,HUNTSVILLE SCHOOL DIST,21,32,48,82,,,,,,"NORTH ARKANSAS COLLEGE, HARRISON",5,7,49,58,,,,,,,,,,
12/7/2020,LAKE HAMILTON SCHOOL DIST,21,52,137,192,,,,,,"U OF A PULASKI TECHNICAL COLLEGE, N. LITTLE ROCK",5,19,81,112,,,,,,,,,,
12/7/2020,MONTICELLO SCHOOL DIST,21,12,55,71,,,,,,TOTAL,392,650,"5,531","7,027",,,,,,,,,,
12/7/2020,SILOAM SPRINGS SCHOOL DIST,21,54,91,149,,,,,,NUMBER OF SCHOOLS LISTED: 27,,,,,,,,,,,,,,
12/7/2020,JONESBORO SCHOOL DIST,20,76,202,287,,,,,,,,,,,,,,,,,,,,
12/7/2020,RIVERCREST SCHOOL DIST,18,16,41,58,,,,,,,,,,,,,,,,,,,,
12/7/2020,WEST MEMPHIS SCHOOL DIST,18,41,111,155,,,,,,,,,,,,,,,,,,,,
12/7/2020,RIVERSIDE SCHOOL DIST,17,17,44,63,,,,,,,,,,,,,,,,,,,,
12/7/2020,VILONIA SCHOOL DIST,17,26,41,71,,,,,,,,,,,,,,,,,,,,
12/7/2020,LAKESIDE SCHOOL DIST(GARLAND),16,28,90,124,,,,,,,,,,,,,,,,,,,,
12/7/2020,SHERIDAN SCHOOL DIST,16,34,61,96,,,,,,,,,,,,,,,,,,,,
12/7/2020,CLEVELAND COUNTY SCHOOL DIST,15,10,45,56,,,,,,,,,,,,,,,,,,,,
12/7/2020,LISA ACADEMY,15,26,61,91,,,,,,,,,,,,,,,,,,,,
12/7/2020,WHITE HALL SCHOOL DIST,15,32,116,154,,,,,,,,,,,,,,,,,,,,
12/7/2020,HOT SPRINGS SCHOOL DIST,14,23,75,102,,,,,,,,,,,,,,,,,,,,
12/7/2020,MARION SCHOOL DIST,14,43,107,160,,,,,,,,,,,,,,,,,,,,
